OBJECTID_12,WellNo,WellType,District,taluk,Block,Village,Latitude,Longitude,Date,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH,EC,TH,Season,Basin,SubBasin
5105,63318,,Coimbatore,Mettupalayam,Karamadai,Theram Palayam,11.27083333,76.99444444,01-01-1982,,104,89,163,0,330,0,0,390,,,1960,625,Pre monsoon,Cauvery, UpperBhavani
5106,63319,,Coimbatore,Mettupalayam,Karamadai,Sirumugai,11.33194444,77.00833333,01-01-1982,,112,212,281,0,667,0,0,397,,,3520,1150,Pre monsoon,Cauvery, UpperBhavani
5107,63307,,Coimbatore,Mettupalayam,Karamadai,Dayanur,11.20555556,76.87083333,01-01-1982,,72,97,699,0,610,0,54,677,,,4200,580,Pre monsoon,Cauvery, UpperBhavani
5108,63306,,Coimbatore,Mettupalayam,Karamadai,Tholampalayam,11.17777778,76.83055556,01-01-1982,,56,72,260,0,227,0,0,586,,,2000,435,Pre monsoon,Cauvery, UpperBhavani
5109,63715,,Coimbatore,Pollachi,Anamalai,Poovalaparithiyur,10.54583333,77.04166667,01-01-1982,,30,15,108,0,28,0,36,329,,,740,135,Pre monsoon,PAP, Palar
5110,63714,,Coimbatore,Pollachi,Anamalai,Kottur,10.54166667,76.9875,01-01-1982,,114,4,244,0,191,0,0,458,,,1660,300,Pre monsoon,PAP, Palar
5111,63702,,Coimbatore,Pollachi,Kinathukadavu,Andipalayam,10.8,77.10416667,01-01-1982,,50,40,5,0,25,0,0,293,,,600,290,Pre monsoon,PAP, Walayar
5112,63719,,Coimbatore,Pollachi,Kinathukadavu,Kinathukadavu,10.81666667,77.01666667,01-01-1982,,60,20,23,0,36,0,0,256,,,560,230,Pre monsoon,PAP, Walayar
5113,63703,,Coimbatore,Pollachi,Kinathukadavu,Kattampatti,10.80833333,77.14444444,01-01-1982,,104,73,81,0,124,0,0,232,,,1470,560,Pre monsoon,PAP, Walayar
5114,63716,,Coimbatore,Pollachi,Pollachi north,Ponnayur,10.675,76.9375,01-01-1982,,32,18,37,0,50,0,0,134,,,470,155,Pre monsoon,PAP, Aliyar
5115,63708,,Coimbatore,Pollachi,Pollachi North,Puliampatti,10.67777778,77.03333333,01-01-1982,,82,56,92,0,138,0,0,397,,,1270,435,Pre monsoon,PAP, Walayar
5116,63718,,Coimbatore,Pollachi,Pollachi North,Puravaipalayam,10.72916667,76.94861111,01-01-1982,,168,54,336,0,383,0,0,537,,,2740,640,Pre monsoon,PAP, Walayar
5117,63717,,Coimbatore,Pollachi,Pollachi north,Gopalapuram,10.69166667,76.87916667,01-01-1982,,70,28,41,0,46,0,0,366,,,760,290,Pre monsoon,PAP, Aliyar
5118,63705,,Coimbatore,Pollachi,Pollachi North,Poosaripatti,10.67083333,77.11666667,01-01-1982,,460,117,446,0,532,0,0,287,,,5200,1630,Pre monsoon,PAP, Walayar
5119,63710,,Coimbatore,Pollachi,Pollachi South,Ambrampalayam,10.62916667,76.88333333,01-01-1982,,60,11,83,0,50,0,0,336,,,750,195,Pre monsoon,PAP, Aliyar
5120,63709,,Coimbatore,Pollachi,Pollachi South,Pollachi,10.65,76.98888889,01-01-1982,,16,40,357,0,273,0,96,494,,,1960,205,Pre monsoon,PAP, Walayar
5121,63402,,Coimbatore,Sulur,Sultanpet,Vadavalli,10.88055556,77.15138889,01-01-1982,,168,141,363,0,730,0,0,72,,,3580,1000,Pre monsoon,Cauvery, Amaravathi
5122,63403,,Coimbatore,Sulur,Sultanpet,Kavundampalayam,10.89305556,77.22638889,01-01-1982,,20,38,145,0,106,0,54,250,,,1040,205,Pre monsoon,Cauvery, Amaravathi
5123,53048,,Dharmapuri,Dharmapuri,Dharmapuri,Kumarasamypettai,12.13694444,78.15277778,01-01-1982,,118,153,451,0,1064,0,0,384,,,4160,925,Pre monsoon,Pennaiyar, Kambainallur
5124,53047,,Dharmapuri,Dharmapuri,Nallampalli,Narthampatty,12.05777778,78.13277778,01-01-1982,,86,7,115,0,163,0,0,458,,,1530,245,Pre monsoon,Pennaiyar, Kambainallur
5125,53009,,Dharmapuri,Dharmapuri,Nallampalli,B.S. Agraharam,12.14388889,78.045,01-01-1982,,208,109,140,0,355,0,24,281,,,2550,970,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5126,53003,,Dharmapuri,Dharmapuri,Nallampalli,Thoppur,11.93333333,78.06666667,01-01-1982,,200,207,166,0,518,0,0,409,,,3420,1350,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5127,53051,,Dharmapuri,Dharmapuri,Pennagaram,Nagadasampatti,12.13888889,77.97777778,01-01-1982,,120,63,62,0,0,0,0,0,,,1390,0,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5128,53033,,Dharmapuri,Harur,Harur,Kottapatti,11.98333333,78.68333333,01-01-1982,,192,109,159,0,298,0,0,526,,,2550,930,Pre monsoon,Pennaiyar, Kottapattikallar
5129,53034,,Dharmapuri,Harur,Harur,Harur,12.0625,78.46777778,01-01-1982,,76,58,129,0,135,0,42,482,,,1420,430,Pre monsoon,Pennaiyar, Vaniyar
5130,53005,,Dharmapuri,Harur,Harur,Mullaivanam,12.1,78.63333333,01-01-1982,,86,34,44,0,57,0,0,262,,,900,355,Pre monsoon,Pennaiyar, Pambar to Thirukovilur
5131,53060,,Dharmapuri,Harur,Harur,Bairanaickanpatty,12.03333333,78.66666667,01-01-1982,,98,40,122,0,149,0,0,232,,,1350,410,Pre monsoon,Pennaiyar, Kottapattikallar
5132,53006,,Dharmapuri,Harur,Harur,K.Vetrapatti,12.11666667,78.48472222,01-01-1982,,30,23,41,0,28,0,48,116,,,520,170,Pre monsoon,Pennaiyar, Vaniyar
5133,53061,,Dharmapuri,Harur,Harur,Chettipatti,11.98333333,78.45,01-01-1982,,72,33,41,0,67,0,0,329,,,810,315,Pre monsoon,Pennaiyar, Vaniyar
5134,53035,,Dharmapuri,Harur,Morappur,Morappur,12.11666667,78.39444444,01-01-1982,,30,86,94,0,163,195,48,195,,,1270,430,Pre monsoon,Pennaiyar, Krishnagiri to Pambar
5135,53007,,Dharmapuri,Harur,Morappur,Gopinathampatti,12.13333333,78.35,01-01-1982,,84,49,53,0,96,0,0,336,,,1050,410,Pre monsoon,Pennaiyar, Krishnagiri to Pambar
5136,53037,,Dharmapuri,Harur,Morappur,Kambainallur,12.2,78.31666667,01-01-1982,,74,40,60,0,89,0,0,317,,,960,350,Pre monsoon,Pennaiyar, Kambainallur
5137,53062,,Dharmapuri,Harur,Morappur,Beddur,12.06666667,78.41666667,01-01-1982,,108,39,113,0,213,0,0,128,,,1350,430,Pre monsoon,Pennaiyar, Vaniyar
5138,53059,,Dharmapuri,Harur,Morappur,Sunkarahalli,12.05,78.26666667,01-01-1982,,72,71,122,0,167,0,0,458,,,1470,470,Pre monsoon,Pennaiyar, Vaniyar
5139,53031,,Dharmapuri,Harur,Pappireddipatti,Pappireddipatti,11.90833333,78.39166667,01-01-1982,,120,63,62,0,184,0,0,549,,,1390,560,Pre monsoon,Pennaiyar, Vaniyar
5140,53001,,Dharmapuri,Harur,Pappireddipatti,Kombur,11.81666667,78.33333333,01-01-1982,,38,55,248,0,213,0,90,494,,,1720,320,Pre monsoon,Pennaiyar, Vaniyar
5141,53002,,Dharmapuri,Harur,Pappireddipatti,Menasi,11.96666667,78.33333333,01-01-1982,,102,54,129,0,195,0,30,128,,,1510,475,Pre monsoon,Pennaiyar, Vaniyar
5142,53019,,Dharmapuri,Palacode,Karimangalam,Periyathobbai,12.41666667,78.03333333,01-01-1982,,56,24,62,0,21,0,0,397,,,750,240,Pre monsoon,Pennaiyar, Kambainallur
5143,53049,,Dharmapuri,Palacode,Karimangalam,Pulikarai,12.22916667,78.11111111,01-01-1982,,64,20,48,0,50,0,18,226,,,680,240,Pre monsoon,Pennaiyar, Kambainallur
5144,53015,,Dharmapuri,Palacode,Mathur,Erranahali,12.28333333,78.06666667,01-01-1982,,32,51,104,0,160,0,24,122,,,1030,290,Pre monsoon,Cauvery, Chinnar
5145,53055,,Dharmapuri,Palacode,Palacode,Marandahalli,12.37916667,78.02222222,01-01-1982,,132,119,458,0,815,0,0,116,,,1360,820,Pre monsoon,Pennaiyar, Kambainallur
5146,53014,,Dharmapuri,Palacode,Palacode,Periyampatti,12.25,78.18333333,01-01-1982,,37,18,322,0,181,0,0,458,,,1720,165,Pre monsoon,Pennaiyar, Kambainallur
5147,53056,,Dharmapuri,Palacode,Palacode,Sengodipatti,12.33111111,78.03194444,01-01-1982,,138,43,74,0,117,0,0,488,,,1360,520,Pre monsoon,Pennaiyar, Kambainallur
5148,53032,,Dharmapuri,Pappireddipatti,Pappireddipatti,Bommidi,11.98333333,78.84166667,01-01-1982,,90,46,51,0,82,0,36,317,,,1050,415,Pre monsoon,Pennaiyar, Musukundanadhi
5149,53052,,Dharmapuri,Pennagaram,Pennagaram,Pennagaram,12.125,77.90972222,01-01-1982,,138,69,94,0,227,0,30,427,,,1670,630,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5150,53010,,Dharmapuri,Pennagaram,Pennagaram,Kottaiyur,12.11666667,77.9,01-01-1982,,360,178,81,0,645,0,24,262,,,3610,1630,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5151,53016,,Dharmapuri,Uthangarai,Bargur,K.Papparapatti,12.4,78.5,01-01-1982,,228,153,324,0,745,0,0,183,,,3810,1200,Pre monsoon,Pennaiyar, Pambar
5152,53063,,Dharmapuri,Uthangarai,Uthangarai,Pavakkal,12.2,78.58333333,01-01-1982,,84,44,37,0,60,0,0,244,,,940,390,Pre monsoon,Pennaiyar, Pambar
5153,53064,,Dharmapuri,Uthangarai,Uthangarai,Kallavi,12.25277778,78.44166667,01-01-1982,,82,60,35,0,110,0,0,409,,,1050,450,Pre monsoon,Pennaiyar, Krishnagiri to Pambar
5154,53065,,Dharmapuri,Uthangarai,Uthangarai,Kunnathur,12.35,78.51666667,01-01-1982,,40,107,419,0,440,0,78,342,,,2900,540,Pre monsoon,Pennaiyar, Pambar
5155,63121,,Erode,Bhavani,Ammapettai,Vellithirupur,11.61944444,77.63472222,01-01-1982,,26,127,219,0,372,0,60,226,,,2120,585,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5156,63122,,Erode,Bhavani,Ammapettai,Reddipalayam,11.63472222,77.65416667,01-01-1982,,36,90,363,0,376,0,48,262,,,2500,460,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5157,63127,,Erode,Bhavani,Ammapettai,Nerinjipet,11.56944444,77.75833333,01-01-1982,,12,17,202,0,46,0,78,421,,,1080,100,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5158,63128,,Erode,Bhavani,Ammapettai,Chennampatti,11.67916667,77.67916667,01-01-1982,,114,58,150,0,255,0,0,79,,,1700,525,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5159,63125,,Erode,Bhavani,Ammapettai,Surigampet,11.59166667,77.73194444,01-01-1982,,22,58,58,0,75,0,0,354,,,840,295,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5160,63113,,Erode,Bhavani,Andhiyur,Sembulichampalayam,11.54583333,77.61388889,01-01-1982,,200,88,212,0,582,0,0,61,,,2040,860,Pre monsoon,Cauvery, Lower Bhavani
5161,63103,,Erode,Bhavani,Andhiyur,Nallagoundanpudur,11.49305556,77.55694444,01-01-1982,,24,23,64,0,60,0,0,207,,,750,155,Pre monsoon,Cauvery, Lower Bhavani
5162,63117,,Erode,Bhavani,Bhavani,Kammagoundanpudur,11.51388889,77.70138889,01-01-1982,,16,16,18,0,21,0,18,116,,,290,105,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5163,63102,,Erode,Bhavani,Bhavani,Odathurai,11.45555556,77.51388889,01-01-1982,,24,49,51,0,64,0,18,195,,,740,260,Pre monsoon,Cauvery, Lower Bhavani
5164,63108,,Erode,Bhavani,Bhavani,Bhavani,11.44722222,77.68472222,01-01-1982,,58,41,127,0,135,0,0,397,,,1180,315,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5165,63106,,Erode,Bhavani,Bhavani,Poolapalayam,11.42777778,77.64166667,01-01-1982,,34,67,179,0,191,0,0,360,,,1500,360,Pre monsoon,Cauvery, Lower Bhavani
5166,63107,,Erode,Bhavani,Bhavani,Thottypalayam,11.475,77.66944444,01-01-1982,,16,20,97,0,28,0,0,342,,,660,120,Pre monsoon,Cauvery, Lower Bhavani
5167,63104,,Erode,Bhavani,Bhavani,Kaundapadi,11.42222222,77.56388889,01-01-1982,,22,50,69,0,67,0,24,238,,,820,260,Pre monsoon,Cauvery, Lower Bhavani
5168,63241,,Erode,Erode,Erode,Kollampalayam,11.32083333,77.72361111,01-01-1982,,70,50,244,0,209,0,0,549,,,1820,380,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5169,63242,,Erode,Erode,Erode,Pudur Lakkapuram,11.29305556,77.74777778,01-01-1982,,46,13,51,0,32,0,0,256,,,560,170,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5170,63237,,Erode,Erode,Erode,Veppampalayam,11.29694444,77.64305556,01-01-1982,,24,28,60,0,39,0,24,177,,,610,175,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5171,63246,,Erode,Erode,Erode,Chithodu,11.39583333,77.65972222,01-01-1982,,26,43,384,0,315,0,54,165,,,2150,240,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5172,63245,,Erode,Erode,Erode,Nasiyanur,11.33555556,77.64166667,01-01-1982,,40,20,44,0,64,0,0,122,,,640,180,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5173,63202,,Erode,Erode,Kodumudi,Perymalkoilpudur,11.07777778,77.84555556,01-01-1982,,46,12,7,0,18,0,0,201,,,360,165,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5174,63203,,Erode,Erode,Kodumudi,Kodumudi,11.07638889,77.88472222,01-01-1982,,58,94,212,0,206,0,0,573,,,1980,530,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5175,63214,,Erode,Erode,Kodumudi,Thoppapalayam,11.14027778,77.81111111,01-01-1982,,18,18,154,0,43,0,42,305,,,910,120,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5176,63230,,Erode,Erode,Kodumudi,Punjaikolanalli,11.17722222,77.85138889,01-01-1982,,32,29,67,0,92,0,0,153,,,690,200,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5177,63229,,Erode,Erode,Kodumudi,Solengapalayam,11.24444444,77.84583333,01-01-1982,,28,43,154,0,156,0,24,195,,,1160,245,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5178,63227,,Erode,Erode,Modakurichi,Elamathur,11.19444444,77.77916667,01-01-1982,,100,52,64,0,117,0,0,403,,,1210,465,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5179,63216,,Erode,Erode,Modakurichi,Unjalur,11.12777778,77.87777778,01-01-1982,,34,43,108,0,149,0,0,17,,,990,260,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5180,63003,,Erode,Gobichettipalayam,,Kumbapanai,11.33055556,77.41388889,01-01-1982,,56,48,145,0,149,0,0,409,,,1300,335,Pre monsoon,Cauvery, Lower Bhavani
5181,63023,,Erode,Gobichettipalayam,Gobichettipalayam,Alukuli,11.44583333,77.35833333,01-01-1982,,22,40,214,0,121,0,42,311,,,1370,220,Pre monsoon,Cauvery, Lower Bhavani
5182,63026,,Erode,Gobichettipalayam,Gobichettipalayam,P.Mettupalayam,11.45,77.57222222,01-01-1982,,58,35,48,0,43,0,0,409,,,790,290,Pre monsoon,Cauvery, Lower Bhavani
5183,63025,,Erode,Gobichettipalayam,Gobichettipalayam,Sanarpalayam,11.44861111,77.41111111,01-01-1982,,16,49,133,0,121,0,36,183,,,1060,240,Pre monsoon,Cauvery, Lower Bhavani
5184,63034,,Erode,Gobichettipalayam,Gobichettipalayam,Sanandapur,11.51944444,77.50833333,01-01-1982,,18,23,41,0,28,30,0,153,,,460,140,Pre monsoon,Cauvery, Lower Bhavani
5185,63014,,Erode,Gobichettipalayam,Gobichettipalayam,Kummikanikku,11.39444444,77.43611111,01-01-1982,,30,20,64,0,60,0,0,177,,,590,155,Pre monsoon,Cauvery, Lower Bhavani
5186,63010,,Erode,Gobichettipalayam,Nambiyur,Nambiyur,11.35972222,77.32222222,01-01-1982,,16,82,380,0,401,0,60,275,,,2400,375,Pre monsoon,Cauvery, Lower Bhavani
5187,63012,,Erode,Gobichettipalayam,Nambiyur,Thithampalayam,11.36111111,77.38055556,01-01-1982,,32,39,131,0,96,0,0,336,,,1050,240,Pre monsoon,Cauvery, Lower Bhavani
5188,63008,,Erode,Gobichettipalayam,Nambiyur,Ariyanur,11.34305556,77.26666667,01-01-1982,,14,49,196,0,167,0,54,226,,,1320,235,Pre monsoon,Cauvery, Lower Bhavani
5189,63011,,Erode,Gobichettipalayam,Nambiyur,Munampalli,11.40138889,77.33888889,01-01-1982,,44,30,37,0,25,0,12,305,,,630,235,Pre monsoon,Cauvery, Lower Bhavani
5190,63031,,Erode,Gobichettipalayam,T.N.Palayam,Vaniputhur,11.50555556,77.36388889,01-01-1982,,32,44,140,0,135,0,54,220,,,1130,260,Pre monsoon,Cauvery, Lower Bhavani
5191,63022,,Erode,Gobichettipalayam,T.N.Palayam,Perikoduveri,11.47777778,77.30277778,01-01-1982,,44,34,228,0,227,0,0,128,,,1390,250,Pre monsoon,Cauvery, Lower Bhavani
5192,63032,,Erode,Gobichettipalayam,T.N.Palayam,Bungalowpudur,11.50694444,77.41111111,01-01-1982,,46,55,115,0,167,0,0,189,,,1180,340,Pre monsoon,Cauvery, Lower Bhavani
5193,63224,,Erode,Perundurai,Chennimalai,Maladi,11.19166667,77.62361111,01-01-1982,,52,54,619,0,496,0,60,709,,,3390,350,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5194,63225,,Erode,Perundurai,Chennimalai,Vadamuga Vellodu,11.23833333,77.63666667,01-01-1982,,116,80,322,0,319,0,0,549,,,2640,620,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5195,63223,,Erode,Perundurai,Chennimalai,Irugur,11.23888889,77.58333333,01-01-1982,,42,20,161,0,124,0,0,275,,,1070,185,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5196,63243,,Erode,Perundurai,Perundurai,Nallampatty,11.34166667,77.53833333,01-01-1982,,22,29,161,0,110,0,42,171,,,1050,175,Pre monsoon,Cauvery, Lower Bhavani
5197,63231,,Erode,Perundurai,Perundurai,Kunnathur,11.10694444,77.4125,01-01-1982,,110,50,62,0,124,0,0,409,,,1230,480,Pre monsoon,Cauvery, Noyel
5198,63244,,Erode,Perundurai,Perundurai,Kanjikoil,11.36888889,77.64722222,01-01-1982,,28,35,30,0,25,0,0,207,,,560,215,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5199,63018,,Erode,Sathyamangalam,,Baguthampalayam,11.40555556,77.17916667,01-01-1982,,36,49,522,0,390,0,84,354,,,2850,290,Pre monsoon,Cauvery, Lower Bhavani
5200,63019,,Erode,Sathyamangalam,Bhavanisagar,Vinnapalli,11.41805556,77.19305556,01-01-1982,,22,37,76,0,60,0,24,159,,,740,205,Pre monsoon,Cauvery, Lower Bhavani
5201,63017,,Erode,Sathyamangalam,Bhavanisagar,Muddukandurai,11.47777778,77.14583333,01-01-1982,,26,21,32,0,21,0,0,207,,,440,150,Pre monsoon,Cauvery, Lower Bhavani
5202,63020,,Erode,Sathyamangalam,Sathyamangalam,Shenbagapudur,11.45972222,77.21666667,01-01-1982,,16,49,46,0,39,0,42,238,,,680,240,Pre monsoon,Cauvery, Lower Bhavani
5203,63028,,Erode,Sathyamangalam,Sathyamangalam,Chikkarasampalayam,11.53333333,77.225,01-01-1982,,54,51,113,0,131,0,24,220,,,480,345,Pre monsoon,Cauvery, Lower Bhavani
5204,63030,,Erode,Sathyamangalam,T.N.Palayam,Kembanaickenpalayam,11.51111111,77.3,01-01-1982,,48,26,53,0,32,0,0,217,,,680,225,Pre monsoon,Cauvery, Lower Bhavani
5205,63042,,Erode,Sathyamangalam,Thalavadi,Thalavadi,11.78055556,77.02222222,01-01-1982,,144,75,451,0,419,0,0,647,,,3300,670,Pre monsoon,Cauvery, Palar Dodda Halla
5206,63041,,Erode,Sathyamangalam,Thalavadi,Mallankuli,11.75277778,77.92222222,01-01-1982,,16,54,7,0,14,0,24,268,,,550,260,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5207,63038,,Erode,Sathyamangalam,Thalavadi,Tignarai,11.71388889,77.96666667,01-01-1982,,80,92,623,0,468,0,0,634,,,3870,580,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5208,63040,,Erode,Sathyamangalam,Thalavadi,Hasanur,11.66666667,77.13888889,01-01-1982,,38,85,99,0,191,0,60,348,,,1320,445,Pre monsoon,Cauvery, Palar Dodda Halla
5209,53024,,Krishnagiri,Denkanikottai,Kelamangalam,Anusonai,12.56666667,77.9,01-01-1982,,80,30,150,0,152,0,72,244,,,1300,325,Pre monsoon,Cauvery, Chinnar
5210,53026,,Krishnagiri,Denkanikottai,Thalli,Thalli,12.58333333,77.66666667,01-01-1982,,192,114,336,0,723,0,0,390,,,3360,950,Pre monsoon,Cauvery, Chinnar
5211,53040,,Krishnagiri,Denkanikottai,Thalli,Anchetty,12.36333333,77.71555556,01-01-1982,,160,67,150,0,262,0,60,476,,,2000,675,Pre monsoon,Cauvery, Dodda Halla
5212,53025,,Krishnagiri,Denkanikottai,Thalli,Anniyalam,12.5,77.76666667,01-01-1982,,308,195,283,0,787,0,0,189,,,3630,1570,Pre monsoon,Cauvery, Dodda Halla
5213,53043,,Krishnagiri,Denkanikottai,Thalli,Madagondapalli,12.64277778,77.74472222,01-01-1982,,18,20,58,0,46,0,0,153,,,500,125,Pre monsoon,Cauvery, Chinnar
5214,53041,,Krishnagiri,Denkanikottai,Thalli,Andevanapalli,12.47833333,77.77722222,01-01-1982,,248,78,15,0,390,0,0,500,,,2500,940,Pre monsoon,Cauvery, Dodda Halla
5215,53030,,Krishnagiri,Hosur,Hosur,Bagalur,12.83333333,77.86666667,01-01-1982,,68,50,209,0,262,0,30,390,,,1660,375,Pre monsoon,Pennaiyar, Upto Krishnagiri Reservoir
5216,53077,,Krishnagiri,Hosur,Hosur,Mookkandapalli,12.75222222,77.80555556,01-01-1982,,116,22,90,0,170,0,0,305,,,1180,380,Pre monsoon,Pennaiyar, Chinnar - West
5217,53076,,Krishnagiri,Hosur,Hosur,Kaganur,12.85,77.83194444,01-01-1982,,90,30,143,0,177,0,0,470,,,1320,350,Pre monsoon,Pennaiyar, Upto Krishnagiri Reservoir
5218,53029,,Krishnagiri,Hosur,Hosur,Perandapalli,12.71666667,77.88333333,01-01-1982,,148,49,41,0,227,0,0,329,,,1320,570,Pre monsoon,Pennaiyar, Upto Krishnagiri Reservoir
5219,53045,,Krishnagiri,Hosur,Hosur,Mathigiri,12.68888889,77.81111111,01-01-1982,,76,29,202,0,308,0,0,244,,,1500,310,Pre monsoon,Pennaiyar, Upto Krishnagiri Reservoir
5220,53046,,Krishnagiri,Hosur,Shoolagiri,Berigai,12.79666667,77.96666667,01-01-1982,,96,107,345,0,482,0,24,348,,,2860,680,Pre monsoon,Pennaiyar, Chinnar - East
5221,53075,,Krishnagiri,Hosur,Shoolagiri,Samalpallam (Melumalai),12.61527778,78.08583333,01-01-1982,,20,28,182,0,75,0,42,354,,,1120,165,Pre monsoon,Pennaiyar, Chinnar - East
5222,53078,,Krishnagiri,Hosur,Shoolagiri,Kathinayakandoddi,12.81944444,77.96722222,01-01-1982,,56,38,136,0,213,0,0,165,,,1180,295,Pre monsoon,Pennaiyar, Chinnar - East
5223,53044,,Krishnagiri,Hosur,Shoolagiri,Shoolagiri,12.64861111,78.01666667,01-01-1982,,180,71,104,0,284,0,0,390,,,1930,740,Pre monsoon,Pennaiyar, Chinnar - East
5224,53028,,Krishnagiri,Hosur,Shoolagiri,Sundagiri,12.65,78.05,01-01-1982,,60,32,14,0,32,0,0,238,,,620,280,Pre monsoon,Pennaiyar, Chinnar - East
5225,53070,,Krishnagiri,Krishnagiri,Bargur,Gollanagamangalam,12.51666667,78.33333333,01-01-1982,,90,33,209,0,206,0,0,342,,,1630,360,Pre monsoon,Pennaiyar, Pambar
5226,53017,,Krishnagiri,Krishnagiri,Bargur,Sandur,12.40833333,78.35,01-01-1982,,52,44,32,0,71,0,0,275,,,760,310,Pre monsoon,Pennaiyar, Pambar
5227,53021,,Krishnagiri,Krishnagiri,Bargur,Bargur,12.55,78.35,01-01-1982,,34,60,370,0,344,0,42,531,,,2270,330,Pre monsoon,Pennaiyar, Pambar
5228,53068,,Krishnagiri,Krishnagiri,Kaveripattinam,Sappanipatti,12.34444444,78.21666667,01-01-1982,,50,30,48,0,89,0,0,146,,,710,250,Pre monsoon,Pennaiyar, Krishnagiri to Pambar
5229,53067,,Krishnagiri,Krishnagiri,Kaveripattinam,Agaram,12.33333333,78.28333333,01-01-1982,,24,22,182,0,138,0,72,256,,,1090,150,Pre monsoon,Pennaiyar, Krishnagiri to Pambar
5230,53066,,Krishnagiri,Krishnagiri,Kaveripattinam,Doddakaradiyur,12.33888889,78.325,01-01-1982,,86,52,127,0,280,0,0,116,,,1410,430,Pre monsoon,Pennaiyar, Krishnagiri to Pambar
5231,53073,,Krishnagiri,Krishnagiri,Krishnagiri,Maharajakadai,12.64166667,78.25277778,01-01-1982,,50,52,115,0,121,0,48,207,,,1180,340,Pre monsoon,Pennaiyar, Krishnagiri to Pambar
5232,53072,,Krishnagiri,Krishnagiri,Krishnagiri,Bellarampalli,12.50416667,78.15555556,01-01-1982,,200,243,1272,0,1830,0,0,720,,,8530,1500,Pre monsoon,Pennaiyar, Upto Krishnagiri Reservoir
5233,53023,,Krishnagiri,Krishnagiri,Krishnagiri,Mettupalli,12.51666667,78.05,01-01-1982,,90,83,64,0,145,0,0,201,,,1410,565,Pre monsoon,Pennaiyar, Upto Krishnagiri Reservoir
5234,53022,,Krishnagiri,Krishnagiri,Krishnagiri,Peddamelpalli,12.55,78.21666667,01-01-1982,,100,39,127,0,312,0,0,128,,,1360,410,Pre monsoon,Pennaiyar, Krishnagiri to Pambar
5235,53074,,Krishnagiri,Krishnagiri,Krishnagiri,Balanapalli,12.77083333,78.125,01-01-1982,,110,69,202,0,206,0,0,464,,,2000,560,Pre monsoon,Pennaiyar, Markandanadhi
5236,53042,,Krishnagiri,Krishnagiri,Krishnagiri,Krishnagiri,12.525,78.2,01-01-1982,,186,40,221,0,344,0,0,573,,,2210,630,Pre monsoon,Pennaiyar, Upto Krishnagiri Reservoir
5237,53027,,Krishnagiri,Krishnagiri,Veppanapalli,Veppanapalli,12.7,78.18333333,01-01-1982,,80,95,334,0,362,0,96,610,,,2630,590,Pre monsoon,Pennaiyar, Markandanadhi
5238,53039,,Krishnagiri,Uthangarai,Mathur,Sonarahalli,12.36666667,78.40833333,01-01-1982,,80,82,235,0,408,0,0,232,,,2090,535,Pre monsoon,Pennaiyar, Pambar
5239,63927,,Nilgiris,Coonoor,Coonoor,Katteri,11.34027778,76.73888889,01-01-1982,,30,7,7,0,25,0,0,98,,,240,105,Pre monsoon,Cauvery, UpperBhavani
5240,63953,,Nilgiris,Gudalur,Gudalur,Thorapalli,11.53333333,76.525,01-01-1982,,22,11,14,0,18,0,18,92,,,260,100,Pre monsoon,Cauvery, Moyar
5241,63951,,Nilgiris,Gudalur,Gudalur,Gudalur,11.49305556,76.5,01-01-1982,,58,6,7,0,11,0,0,220,,,370,170,Pre monsoon,Cauvery, Moyar
