OBJECTID_12,WellNo,WellType,District,taluk,Block,Village,Latitude,Longitude,Date,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH,EC,TH,Season,Basin,SubBasin
15691,53907,,Namakkal,Thiruchengodu,Mallasamudram,Mallasamudram,11.48611111,78.03472222,01-01-1999,28,40,112,639,,851,312,18,512,,8.6,3940,560,Pre monsoon,Cauvery, Tirumanimuttar
15692,53915,,Namakkal,Thiruchengodu,Pallipalayam,Kokorayanpattai,11.31555556,77.78333333,01-01-1999,7,20,83,499,,652,288,0,336,,8.1,2820,390,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15693,53913,,Namakkal,Thiruchengodu,Pallipalayam,Makkiripalayam,11.42222222,77.79166667,01-01-1999,10,16,64,193,,184,168,36,299,,8.8,1250,305,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15694,53914,,Namakkal,Thiruchengodu,Thiruchengodu,Erayamangalam,11.26388889,77.83472222,01-01-1999,14,18,17,375,,238,230,48,342,,8.8,1930,115,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15695,63927,,Nilgiris,Coonoor,Coonoor,Katteri,11.34027778,76.73888889,01-01-1999,,28,6,2,8,14,24,12,67,,8.3,200,95,Pre monsoon,Cauvery, UpperBhavani
15696,63953,,Nilgiris,Gudalur,Gudalur,Thorapalli,11.53333333,76.525,01-01-1999,,24,5,21,4,35,19,0,92,,7.9,260,80,Pre monsoon,Cauvery, Moyar
15697,63951,,Nilgiris,Gudalur,Gudalur,Gudalur,11.49305556,76.5,01-01-1999,,14,2,2,4,14,0,12,37,,9.1,100,45,Pre monsoon,Cauvery, Moyar
15698,63935,,Nilgiris,Kothagiri,Kothagiri,Aravenu,11.40277778,76.87361111,01-01-1999,3,54,12,55,20,92,43,12,159,,8.3,660,185,Pre monsoon,Cauvery, UpperBhavani
15699,63904,,Nilgiris,Udagamandalam,Udagamandalam,Indu Nagar,11.41944444,76.67083333,01-01-1999,1,36,11,18,2,25,53,12,110,,8.4,400,135,Pre monsoon,Cauvery, Moyar
15700,63901,,Nilgiris,Udagamandalam,Udagamandalam,Thalayattumandu,11.39722222,76.72083333,01-01-1999,,38,7,2,23,18,19,0,153,,8.2,340,125,Pre monsoon,Cauvery, UpperBhavani
15701,63902,,Nilgiris,Udagamandalam,Udagamandalam,Ooty (Near Lake),11.40694444,76.69027778,01-01-1999,3,44,4,25,23,46,24,12,116,,8.5,420,125,Pre monsoon,Cauvery, Moyar
15702,63907,,Nilgiris,Udagamandalam,Udagamandalam,Iduhatti,11.46388889,76.775,01-01-1999,,18,2,12,4,7,0,6,79,,8.3,120,55,Pre monsoon,Cauvery, Moyar
15703,53559A,,Salem,Attur,Athur,Manjani,11.55805556,78.63277778,01-01-1999,42,44,122,313,,468,336,0,244,,7.9,2650,610,Pre monsoon,Vellar, Upper Vellar
15704,53564A,,Salem,Attur,Athur,Kirippatti,11.54166667,78.49166667,01-01-1999,1,44,47,108,,202,72,18,201,,8.3,1050,305,Pre monsoon,Vellar, Upper Vellar
15705,53561,,Salem,Attur,Athur,Attur,11.59861111,78.6,01-01-1999,21,28,56,357,,305,288,30,354,,8.3,2240,300,Pre monsoon,Vellar, Upper Vellar
15706,53566A,,Salem,Attur,Gangavalli,Sendarappatti,11.45416667,78.525,01-01-1999,37,88,92,449,,624,336,0,329,,8,3210,600,Pre monsoon,Vellar, Swethanadhi
15707,53560,,Salem,Attur,Gangavalli,Gangavalli,11.49722222,78.64583333,01-01-1999,4,90,55,58,,195,77,42,207,,8.7,1200,450,Pre monsoon,Vellar, Swethanadhi
15708,53562,,Salem,Attur,Peddanaickanpalyam,Peddanaikanpalayam,11.64861111,78.51111111,01-01-1999,42,112,107,702,,1333,192,0,183,,7.8,4500,720,Pre monsoon,Vellar, Upper Vellar
15709,53553A,,Salem,Attur,Thalaivasal,Thalaivasal,11.58333333,78.75833333,01-01-1999,6,18,38,101,,121,48,42,171,,8.8,830,200,Pre monsoon,Vellar, Upper Vellar
15710,53556,,Salem,Attur,Thalaivasal,Veeraganur,11.47361111,78.74027778,01-01-1999,28,36,44,299,,230,192,36,342,,8.5,1970,270,Pre monsoon,Vellar, Swethanadhi
15711,53661,,Salem,Mettur,Kolathur,Thanda,11.87222222,77.66944444,01-01-1999,4,18,34,53,,53,53,18,183,,8.5,650,185,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15712,53659,,Salem,Mettur,Kolathur,Navapatti,11.73333333,77.78333333,01-01-1999,3,18,35,16,,85,14,42,37,,8.8,470,190,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15713,53651,,Salem,Mettur,Mecheri,Olaipatti,11.76666667,77.99166667,01-01-1999,28,56,204,294,,780,288,24,146,,8.3,3300,980,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15714,53654,,Salem,Mettur,Mecheri,Koonandiyur,11.89583333,78.88333333,01-01-1999,28,88,187,488,,986,264,0,427,,8.2,3900,990,Pre monsoon,Vellar, Manimukdhanadhi
15715,53656A,,Salem,Mettur,Nangavalli,Nangavalli,11.75833333,77.89444444,01-01-1999,11,22,55,232,,291,144,60,159,,8.7,1630,280,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15716,53658A,,Salem,Mettur,Nangavalli,Kunjandiyur,11.80972222,77.85833333,01-01-1999,4,28,68,64,,199,34,30,153,,8.4,1000,350,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15717,53702,,Salem,Omalur,Kadayampatti,Danishpet,11.87083333,78.13472222,01-01-1999,,20,45,39,,43,29,30,238,,8.6,640,235,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15718,53704,,Salem,Omalur,Kadayampatti,Theevattipatti,11.87638889,78.08611111,01-01-1999,28,32,248,865,,1574,240,42,445,,8.7,5880,1100,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15719,53707,,Salem,Omalur,Omalur,Muthunaickanpatti,11.7125,78.03611111,01-01-1999,4,16,97,225,,284,192,60,323,,9.1,1940,440,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15720,53711,,Salem,Omalur,Omalur,Tholasampati,11.74444444,77.95555556,01-01-1999,28,24,170,501,,695,192,,488,,8.8,3440,760,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15721,53708A,,Salem,Omalur,Omalur,Omalur,11.74861111,78.04722222,01-01-1999,70,520,450,545,,2730,576,0,415,,7.9,10200,3150,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15722,53706,,Salem,Omalur,Omalur,Karuppur,11.72222222,78.08888889,01-01-1999,4,12,178,51,,135,96,48,653,,9,1750,760,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15723,53712A,,Salem,Omalur,Tharamangalam,Tharamangalam,11.69305556,77.975,01-01-1999,28,20,85,966,,1049,288,,451,,9,4810,400,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15724,53510,,Salem,Salem,Ayodhiyapattinam,Vellalakundam,11.625,78.33277778,01-01-1999,42,8,229,140,,546,216,0,201,,7.8,2540,960,Pre monsoon,Vellar, Upper Vellar
15725,53508,,Salem,Salem,Panamarathupatti,Kamalapatty,11.58888889,78.29166667,01-01-1999,21,66,27,253,,202,120,60,372,,8.7,1600,275,Pre monsoon,Vellar, Upper Vellar
15726,53506A,,Salem,Salem,Panamarathupatti,Nalikkalpatty,11.60138889,78.12777778,01-01-1999,38,200,131,242,,752,288,0,220,,7.4,3300,1040,Pre monsoon,Cauvery, Tirumanimuttar
15727,53518A,,Salem,Salem,Salem,Suramangalam,11.675,78.12361111,01-01-1999,14,1,96,115,,266,77,42,189,,8.5,1420,455,Pre monsoon,Cauvery, Tirumanimuttar
15728,53509,,Salem,Salem,Valappadi,Vepilaipatty,11.58055556,78.35277778,01-01-1999,21,4,241,152,,631,192,0,262,,8.1,2610,1000,Pre monsoon,Vellar, Upper Vellar
15729,53513,,Salem,Salem,Valappadi,Kurichy,11.72777778,78.41111111,01-01-1999,14,18,61,140,,195,29,54,220,,8.7,1170,295,Pre monsoon,Vellar, Upper Vellar
15730,53512,,Salem,Salem,Valappadi,Attanurpatty,11.68888889,78.41111111,01-01-1999,18,140,114,182,,567,192,0,207,,8.1,2460,820,Pre monsoon,Vellar, Upper Vellar
15731,53501,,Salem,Salem,Veerapandi,Elampillai,11.60416667,78.01111111,01-01-1999,42,88,187,193,,645,192,0,244,,7.9,2870,990,Pre monsoon,Cauvery, Tirumanimuttar
15732,53802,,Salem,Sankari,Edapadi,Kalvadangam,11.56111111,77.74861111,01-01-1999,17,14,56,285,,209,96,78,397,,8.7,1790,270,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15733,53804,,Salem,Sankari,Edapadi,Iruppali,11.65833333,77.85,01-01-1999,17,12,105,9,,160,72,12,171,,8.4,1020,460,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15734,53811,,Salem,Sankari,Edapadi,Pillukurichi,11.63611111,77.79305556,01-01-1999,3,36,41,62,,103,5,42,275,,8.6,870,260,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15735,53809,,Salem,Sankari,Edapadi,Idappadi,11.58611111,77.83611111,01-01-1999,14,56,97,1212,,1787,230,,586,,8.6,6800,540,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15736,53808,,Salem,Sankari,Konganapuram,Konganapuram,11.56527778,77.91527778,01-01-1999,21,36,94,14,,92,144,0,220,,8.1,1020,475,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15737,53807,,Salem,Sankari,Mac Donald Choultry,Kunnipalayam,11.54305556,77.98472222,01-01-1999,21,72,161,598,,1177,144,0,433,,7.8,4250,840,Pre monsoon,Cauvery, Tirumanimuttar
15738,53803,,Salem,Sankari,Sankari,Chinnagoundanur,11.47638889,77.84444444,01-01-1999,7,72,117,223,,610,360,30,201,,8.7,2910,660,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15739,53751,,Salem,Yercaud,Yercaud,Yercaud,11.76388889,77.24305556,01-01-1999,1,24,10,60,,35,10,24,165,,8.5,450,100,Pre monsoon,Cauvery, Palar Dodda Halla
15740,63324,,Tiruppur,Avinashi,Avinashi,Tundarkarampalayam,11.275,77.20555556,01-01-1999,,26,10,0,16,21,5,18,79,,8.6,260,105,Pre monsoon,Cauvery, Noyel
15741,63821,,Tiruppur,Madathukulam,Madathukulam,Palappampatty,10.57722222,77.30222222,01-01-1999,14,30,22,87,16,99,10,24,177,,8.5,720,165,Pre monsoon,Cauvery, Amaravathi
15742,63819,,Tiruppur,Madathukulam,Madathukulam,Karatholuvu,10.62222222,77.37583333,01-01-1999,42,56,102,612,43,652,624,12,207,,8.6,3830,560,Pre monsoon,Cauvery, Amaravathi
15743,63417,,Tiruppur,Tiruppur,Pongalur,Pongalur,10.975,77.36388889,01-01-1999,,38,10,7,31,32,10,24,128,,8.5,360,135,Pre monsoon,Cauvery, Amaravathi
15744,63405,,Tiruppur,Tiruppur,Pongalur,Vavipalayam,10.87222222,77.28472222,01-01-1999,28,34,55,161,35,138,120,36,305,,8.6,1370,310,Pre monsoon,Cauvery, Amaravathi
15745,63416,,Tiruppur,Tiruppur,Pongalur,Thutheripalayam,10.93611111,77.33888889,01-01-1999,42,472,258,278,63,1503,576,0,98,,8.1,6470,2240,Pre monsoon,Cauvery, Amaravathi
15746,63803,,Tiruppur,Udumalaipettai,Gudimangalam,Velayuthagoundampudur,10.7375,77.27777778,01-01-1999,14,40,49,60,16,177,24,24,128,,8.6,870,300,Pre monsoon,Cauvery, Amaravathi
15747,63801,,Tiruppur,Udumalaipettai,Gudimangalam,Ramachandrapuram,10.725,77.17638889,01-01-1999,,0,0,0,0,0,0,0,0,,7.8,2670,0,Pre monsoon,Cauvery, Amaravathi
15748,63805,,Tiruppur,Udumalaipettai,Gudimangalam,Ponneri,10.64027778,77.26805556,01-01-1999,13,110,28,209,43,454,144,0,134,,8.1,1790,390,Pre monsoon,Cauvery, Amaravathi
15749,63816,,Tiruppur,Udumalaipettai,Udumalaipettai,Perisanampatti,10.5,77.29027778,01-01-1999,6,30,21,25,20,57,19,18,122,,8.7,460,160,Pre monsoon,Cauvery, Amaravathi
15750,63808,,Tiruppur,Udumalaipettai,Udumalaipettai,Devanampudur,10.55,77.09305556,01-01-1999,42,52,78,262,117,376,288,54,128,,8.7,2360,450,Pre monsoon,PAP, Palar
15751,63811,,Tiruppur,Udumalaipettai,Udumalaipettai,Udumalpet,10.57361111,77.24027778,01-01-1999,56,68,63,278,23,397,144,18,127,,8.4,1920,430,Pre monsoon,Cauvery, Amaravathi
15752,63810,,Tiruppur,Udumalaipettai,Udumalaipettai,Chinnapoolankinar,10.58888889,77.20416667,01-01-1999,56,144,68,966,70,1078,960,12,128,,8.3,5540,640,Pre monsoon,Cauvery, Amaravathi
15753,23055,Dug Well,Tiruvannamalai,Cheyyar,Anakkavur,Sengadu,12.60277778,79.50583333,01-01-1999,6,48,19,53,16,121,14,24,110,,8.6,670,200,Pre monsoon,Palar, Cheyyar
15754,23054,Dug Well,Tiruvannamalai,Cheyyar,Anakkavur,Echur,12.555,79.56694444,01-01-1999,13,52,148,92,31,376,77,30,329,,8.7,1960,740,Pre monsoon,Palar, Kiliyar
15755,23059,Dug Well,Tiruvannamalai,Cheyyar,Vembakkam,Sumangali,12.75,79.56666667,01-01-1999,7,52,71,419,55,652,58,24,451,,9,2800,420,Pre monsoon,Palar, Cheyyar
15756,23039,Dug Well,Tiruvannamalai,Chengam,Thandarampattu,Thanipadi,12.1125,78.83333333,01-01-1999,14,52,71,244,39,503,48,24,183,,8.7,2000,420,Pre monsoon,Pennaiyar, Pambanar and Varattar
15757,23060,Dug Well,Tiruvannamalai,Cheyyar,Vembakkam,Moranam,12.75555556,79.48333333,01-01-1999,,26,9,5,0,18,10,18,61,,9.1,220,100,Pre monsoon,Palar, Cheyyar
15758,23061,Dug Well,Tiruvannamalai,Vandavasi,Vandavasi,Marudhadu,12.50583333,79.66666667,01-01-1999,11,44,100,219,31,461,130,18,226,,9.2,2070,520,Pre monsoon,Palar, Kiliyar
15759,23038,Dug Well,Tiruvannamalai,Tiruvannamalai,Tiruvannamalai,Thatchampattu,12.125,79.11527778,01-01-1999,8,10,85,191,27,216,43,60,421,,8.4,1650,375,Pre monsoon,Pennaiyar, Thurinjalar
15760,23067,Dug Well,Tiruvannamalai,Arni,Arani west,Thatchur,12.58055556,79.27305556,01-01-1999,11,48,78,253,31,415,96,42,281,,9,2050,440,Pre monsoon,Palar, Cheyyar
15761,23063,Dug Well,Tiruvannamalai,Vandavasi,Vandavasi,Amudur,12.39444444,79.65583333,01-01-1999,1,18,38,5,4,89,10,24,61,,8.6,440,200,Pre monsoon,Varahanadhi, Ongur
15762,23065,Dug Well,Tiruvannamalai,Vandavasi,Peranamallur,Peranamallur,12.57138889,79.43305556,01-01-1999,13,124,141,124,70,744,77,0,98,,8.1,2550,890,Pre monsoon,Palar, Cheyyar
15763,23037,Dug Well,Tiruvannamalai,Chengam,Thandarampattu,Perungalathur,12.04583333,78.91666667,01-01-1999,1,22,28,28,8,78,14,12,110,,8.4,480,170,Pre monsoon,Pennaiyar, Pambar to Thirukovilur
15764,23068,Dug Well,Tiruvannamalai,Arni,Arani west,Kamakurpalayam,12.65527778,79.26055556,01-01-1999,8,32,67,55,27,142,34,42,232,,8.8,1020,355,Pre monsoon,Palar, Cheyyar
15765,23057,Dug Well,Tiruvannamalai,Cheyyar,Cheyyar,Palli,12.70083333,79.59611111,01-01-1999,13,44,95,271,47,518,101,60,207,,8.8,2300,500,Pre monsoon,Palar, Cheyyar
15766,23064,Dug Well,Tiruvannamalai,Vandavasi,Peranamallur,Nedungunam,12.46861111,79.38694444,01-01-1999,1,26,10,5,4,18,5,18,67,,8.7,240,105,Pre monsoon,Palar, Cheyyar
15767,23066,Dug Well,Tiruvannamalai,Arni,Arni,Nesal,12.62444444,79.30972222,01-01-1999,4,34,62,12,20,138,24,18,165,,8.6,770,340,Pre monsoon,Palar, Cheyyar
15768,23058,Dug Well,Tiruvannamalai,Cheyyar,Vembakkam,Dusi,12.77222222,79.67861111,01-01-1999,3,40,6,25,16,50,10,12,110,,9.1,400,125,Pre monsoon,Palar, Cheyyar
15769,23062,Dug Well,Tiruvannamalai,Vandavasi,Vandavasi,Salavedu,12.48333333,79.77555556,01-01-1999,3,40,32,5,12,92,14,18,85,,8.6,510,230,Pre monsoon,Palar, Kiliyar
15770,23041,Dug Well,Tiruvannamalai,Tiruvannamalai,Thurinjapuram,Mangalam,12.32916667,79.18472222,01-01-1999,4,32,28,12,8,64,10,12,110,,8.3,460,195,Pre monsoon,Varahanadhi, Varahanadhi
15771,23070,Dug Well,Tiruvannamalai,Arni,Arni,Mullandram,12.77777778,79.23694444,01-01-1999,11,26,94,207,35,284,106,60,348,,8.4,1880,450,Pre monsoon,Palar, Cheyyar
15772,23077,Dug Well,Tiruvannamalai,Arni,Arani west,Puthur,12.7025,79.23277778,01-01-1999,4,68,49,7,12,92,19,18,244,,9,810,370,Pre monsoon,Palar, Cheyyar
15773,23056,Dug Well,Tiruvannamalai,Cheyyar,Cheyyar,Thirumani,12.60555556,79.36,01-01-1999,10,40,74,74,27,262,58,0,171,,8.3,1200,405,Pre monsoon,Palar, Cheyyar
15774,23113,Dug Well,Tiruvannamalai,Chengam,Pudupalayam,Periyakulam,12.325,78.99722222,01-01-1999,1,14,46,30,8,67,14,30,189,,8.4,600,225,Pre monsoon,Palar, Cheyyar
15775,23014,Dug Well,Tiruvannamalai,Vandavasi,Vandavasi,Tennangur,12.56666667,79.63333333,01-01-1999,7,54,71,87,20,344,48,18,79,,9.1,1280,425,Pre monsoon,Palar, Kiliyar
15776,23110,Dug Well,Tiruvannamalai,Tiruvannamalai,Kilpennathur,Aiyenkunam,12.26805556,79.15055556,01-01-1999,3,36,24,9,8,96,14,12,61,,8.2,440,190,Pre monsoon,Pennaiyar, Thurinjalar
15777,23111,Dug Well,Tiruvannamalai,Tiruvannamalai,Kilpennathur,Keekalur,12.30472222,79.26888889,01-01-1999,3,24,46,14,8,60,29,24,140,,8.4,580,250,Pre monsoon,Varahanadhi, Varahanadhi
15778,23013,Dug Well,Tiruvannamalai,Vandavasi,Thellar,Desur,12.46666667,79.46666667,01-01-1999,6,92,109,16,23,284,106,30,201,,8.8,1470,680,Pre monsoon,Varahanadhi, Varahanadhi
15779,23012,Dug Well,Tiruvannamalai,Vandavasi,Thellar,Kodiyalam,12.38333333,79.57222222,01-01-1999,10,16,71,281,35,518,91,42,67,,9.6,1970,330,Pre monsoon,Varahanadhi, Ongur
15780,23114,Dug Well,Tiruvannamalai,Chengam,Pudupalayam,Adivaram,12.38888889,78.88611111,01-01-1999,1,4,61,28,12,85,19,36,171,,8.6,670,260,Pre monsoon,Palar, Cheyyar
15781,23143,Dug Well,Tiruvannamalai,Tiruvannamalai,Thurinjapuram,Mallavadi,12.32638889,79.075,01-01-1999,3,14,43,48,12,64,19,12,232,,8,660,210,Pre monsoon,Pennaiyar, Thurinjalar
15782,23115,Dug Well,Tiruvannamalai,Chengam,Chengam,Alaputhur,12.34027778,78.75694444,01-01-1999,,6,30,9,8,35,5,12,116,,8.5,340,140,Pre monsoon,Palar, Cheyyar
15783,23141,Dug Well,Tiruvannamalai,Tiruvannamalai,Thurinjapuram,Pichanandal,12.31527778,79.05555556,01-01-1999,4,12,45,46,12,71,19,12,214,,8.7,660,215,Pre monsoon,Pennaiyar, Thurinjalar
15784,23100,Dug Well,Tiruvannamalai,Polur,Chetpet,Chetpet,12.4625,79.35416667,01-01-1999,4,30,30,87,16,85,34,30,244,,8.3,820,200,Pre monsoon,Palar, Cheyyar
15785,23112,Dug Well,Tiruvannamalai,Tiruvannamalai,Kilpennathur,Polagunam,12.2,79.15555556,01-01-1999,1,16,23,23,0,35,10,12,134,,8.3,370,135,Pre monsoon,Pennaiyar, Thurinjalar
15786,23101,Dug Well,Tiruvannamalai,Polur,Chetpet,Authurai,12.46944444,79.24583333,01-01-1999,13,6,89,30,23,113,43,24,220,,8.6,950,380,Pre monsoon,Palar, Cheyyar
15787,23102,Dug Well,Tiruvannamalai,Polur,Chetpet,Vadamathimangalam,12.58055556,79.19583333,01-01-1999,11,14,63,92,39,167,48,48,177,,8.3,1100,295,Pre monsoon,Palar, Cheyyar
15788,23017,Dug Well,Tiruvannamalai,Polur,Polur,Murugapadi,12.05,79.16666667,01-01-1999,3,8,44,32,16,78,24,24,201,,8.6,580,200,Pre monsoon,Pennaiyar, Thurinjalar
15789,23103,Dug Well,Tiruvannamalai,Polur,Chetpet,Othalavadi,12.54722222,79.25,01-01-1999,1,12,17,23,8,25,14,6,116,,8.6,320,100,Pre monsoon,Palar, Cheyyar
15790,23016,Dug Well,Tiruvannamalai,Vandavasi,Peranamallur,Gangapuram,12.56666667,79.3,01-01-1999,,24,27,9,8,53,19,12,116,,9,400,170,Pre monsoon,Palar, Cheyyar
15791,23105,Dug Well,Tiruvannamalai,Chengam,Chengam,Chengam Farm 2,12.27222222,78.71944444,01-01-1999,11,16,63,200,31,128,58,72,464,,8.6,1550,300,Pre monsoon,Palar, Cheyyar
15792,23015,Dug Well,Tiruvannamalai,Vandavasi,Peranamallur,Vishamangalam,12.56666667,79.5,01-01-1999,10,66,162,48,27,532,86,12,85,,8.7,1940,830,Pre monsoon,Palar, Kiliyar
15793,23126,Dug Well,Tiruvannamalai,Polur,Polur,Mampattu,12.50972222,79.09166667,01-01-1999,4,18,10,113,27,96,34,36,146,,8.7,730,85,Pre monsoon,Palar, Cheyyar
15794,23010,Dug Well,Tiruvannamalai,Chengam,Pudupalayam,Pudupalayam,12.35833333,78.875,01-01-1999,3,16,56,32,12,74,19,30,214,,8.3,710,270,Pre monsoon,Palar, Cheyyar
15795,23005,Dug Well,Tiruvannamalai,Tiruvannamalai,,Tiruvannamalai,12.25,79.08333333,01-01-1999,4,12,47,5,4,43,19,12,146,,8.6,480,225,Pre monsoon,Pennaiyar, Thurinjalar
15796,23124,Dug Well,Tiruvannamalai,Chengam,Thandarampattu,Pudur Chakkadi,12.10333333,78.91805556,01-01-1999,10,10,79,74,31,99,43,54,283,,8.5,1100,350,Pre monsoon,Pennaiyar, Pambar to Thirukovilur
15797,23125,Dug Well,Tiruvannamalai,Polur,Chetpet,Karapudi,12.525,79.14861111,01-01-1999,13,480,389,304,63,1879,230,99,470,,8.8,7020,2800,Pre monsoon,Palar, Cheyyar
15798,23004,Dug Well,Tiruvannamalai,Tiruvannamalai,,Kilpennathur,12.2425,79.23194444,01-01-1999,11,48,74,94,27,351,34,12,110,,8.1,1330,425,Pre monsoon,Varahanadhi, Varahanadhi
15799,23007,Dug Well,Tiruvannamalai,Chengam,Chengam,Melchengam,12.27222222,78.725,01-01-1999,14,14,96,130,23,305,67,24,207,,8.6,1540,430,Pre monsoon,Palar, Cheyyar
15800,23133,Dug Well,Tiruvannamalai,Polur,Kalasapakkam,Pillur,12.43194444,79.09722222,01-01-1999,13,24,119,598,47,1099,34,42,250,,8.4,3820,550,Pre monsoon,Palar, Cheyyar
15801,23127,Dug Well,Tiruvannamalai,Polur,Polur,Ganesapuram,12.5375,79.07083333,01-01-1999,10,36,156,113,35,496,43,48,214,,8.4,2040,730,Pre monsoon,Palar, Cheyyar
15802,23003,Dug Well,Tiruvannamalai,Chengam,Thandarampattu,Olagalapadi,12.14583333,78.91666667,01-01-1999,8,10,64,41,16,142,38,24,110,,7,800,290,Pre monsoon,Pennaiyar, Pambar to Thirukovilur
15803,23001,Dug Well,Tiruvannamalai,Tiruvannamalai,Tiruvannamalai,Thandarai,12.12083333,79.1575,01-01-1999,10,54,55,90,31,287,38,6,134,,8.4,1200,360,Pre monsoon,Pennaiyar, Thurinjalar
15804,23130,Dug Well,Tiruvannamalai,Polur,Kalasapakkam,Siruvallur,12.4625,79.02222222,01-01-1999,4,14,27,138,27,124,34,36,238,,8.6,960,145,Pre monsoon,Palar, Cheyyar
15805,23002,Dug Well,Tiruvannamalai,Chengam,Thandarampattu,Varagur,12.13333333,79.03333333,01-01-1999,7,10,69,81,27,160,43,18,238,,8.7,1040,310,Pre monsoon,Pennaiyar, Pambar to Thirukovilur
15806,23132,Dug Well,Tiruvannamalai,Polur,Kalasapakkam,Kalasapakkam,12.43333333,79.10888889,01-01-1999,6,12,27,90,23,96,29,24,183,,8.6,730,140,Pre monsoon,Palar, Cheyyar
15807,23131,Dug Well,Tiruvannamalai,Chengam,Thandarampattu,Rayandapuram,12.09027778,78.93472222,01-01-1999,11,6,79,60,31,202,48,24,116,,8.4,1020,340,Pre monsoon,Pennaiyar, Pambar to Thirukovilur
15808,23139,Dug Well,Tiruvannamalai,Tiruvannamalai,Thurinjapuram,Kunnumurunji,12.26777778,79.09444444,01-01-1999,4,12,64,7,8,64,38,6,201,,8.4,640,295,Pre monsoon,Pennaiyar, Thurinjalar
15809,23116,Dug Well,Tiruvannamalai,Chengam,Chengam,Kuppanatham,12.38888889,78.76666667,01-01-1999,1,10,30,9,8,60,5,6,92,,8.4,360,150,Pre monsoon,Palar, Cheyyar
15810,23140,Dug Well,Tiruvannamalai,Tiruvannamalai,Thurinjapuram,Inam Kariandal,12.29583333,79.05694444,01-01-1999,7,12,749,76,23,184,34,12,275,,8.7,1100,355,Pre monsoon,Pennaiyar, Thurinjalar
15811,23117,Dug Well,Tiruvannamalai,Chengam,Chengam,Sennasamudram,12.30555556,78.74833333,01-01-1999,1,4,38,2,4,32,5,6,128,,8.4,350,165,Pre monsoon,Palar, Cheyyar
15812,23118,Dug Well,Tiruvannamalai,Chengam,Chengam,Melravandavadi,12.20416667,78.70555556,01-01-1999,3,6,39,48,12,71,10,30,153,,8.3,590,175,Pre monsoon,Pennaiyar, Valayar Odai
15813,23009,Dug Well,Tiruvannamalai,Tiruvannamalai,Thurinjapuram,Sirugalambadi,12.39666667,79.045,01-01-1999,4,24,32,28,12,64,19,18,134,,8.3,530,190,Pre monsoon,Palar, Cheyyar
15814,23123,Dug Well,Tiruvannamalai,Chengam,Thandarampattu,Pudur Chakkadi,12.05555556,78.84027778,01-01-1999,4,14,46,16,8,35,38,12,189,,8.4,540,225,Pre monsoon,Pennaiyar, Pambanar and Varattar
15815,23120,Dug Well,Tiruvannamalai,Chengam,Thandarampattu,Malaiyanur Chakkadi,12.08472222,78.77361111,01-01-1999,4,4,92,21,16,202,24,12,146,,8.3,930,390,Pre monsoon,Pennaiyar, Pambanar and Varattar
15816,23008,Dug Well,Tiruvannamalai,Tiruvannamalai,Thurinjapuram,Nayadimangalam,12.405,79.10166667,01-01-1999,10,30,51,140,27,259,34,0,232,,8.2,1250,285,Pre monsoon,Palar, Cheyyar
15817,23121,Dug Well,Tiruvannamalai,Chengam,Pudupalayam,Melmudiyanur,12.29444444,78.88611111,01-01-1999,3,6,38,37,12,57,29,18,140,,8.4,530,170,Pre monsoon,Palar, Cheyyar
15818,23122,Dug Well,Tiruvannamalai,Chengam,Thandarampattu,Kootaru,12.08166667,78.76055556,01-01-1999,6,10,43,71,12,35,24,42,256,,8.5,750,200,Pre monsoon,Pennaiyar, Pambanar and Varattar
15819,23119,Dug Well,Tiruvannamalai,Chengam,Chengam,Neepathurai,12.16111111,78.65,01-01-1999,14,4,168,35,31,142,58,36,543,,8.2,1630,700,Pre monsoon,Pennaiyar, Pambar to Thirukovilur
15820,23021,Dug Well,Tiruvannamalai,Arni,Arni,Hariharan Colony,12.68333333,79.3,01-01-1999,7,52,112,71,27,418,38,18,116,,8.7,1560,590,Pre monsoon,Palar, Cheyyar
